latitude	longitude
33.19155556	-99.71793056
31.13780556	-83.45308333
34.77231250	-88.16587444
61.43706083	-142.90373720
60.90582833	-162.43911580
41.09405556	-83.21250000
31.74328472	-84.41928500
42.99845056	-123.30950920
40.78141667	-82.97469444
31.00694444	-84.87761111
36.77430028	-102.51043640
31.86127139	-89.80285361
39.70547583	-75.03300306
58.98896583	-159.04997390
34.34010472	-83.13348333
36.69591306	-84.39160389
34.17402472	-83.56066528
33.12546111	-90.02555694
39.77842056	-74.94780389
56.32880417	-133.61008440
35.01619111	-84.34631083
35.22259500	-83.41904389
36.61063750	-83.73741611
36.39728139	-85.64164278
32.43877500	-86.51044778
45.00839444	-69.23976722
42.29130028	-73.71031944
43.61534389	-73.27455556
42.00013306	-71.19677139
41.69597444	-88.12923056
45.23053806	-96.56596556
42.35003667	-83.45826833
43.40332833	-98.82952972
44.73107278	-94.71471333
45.29329111	-97.51369889
44.86247611	-98.52953972
34.14698917	-97.12265194
34.07509694	-97.10667917
34.14040194	-96.81203222
33.17533333	-97.82838889
41.39100000	-83.63013889
41.15186167	-81.41658306
35.99221000	-113.81661640
41.13144444	-81.76491667
43.18166667	-76.12777778
38.72752000	-90.50830417
39.07045083	-88.53351972
38.47149444	-91.81531667
39.30250917	-88.00406194
42.36425000	-74.06596806
40.54281417	-86.68167194
30.84577778	-85.60138889
34.85007333	-97.58642028
35.15506750	-97.47039389
36.56670028	-98.85231333
37.45419111	-100.99211190
30.08720833	-90.58266528
37.78746444	-114.42165670
37.74532639	-111.57016530
37.85969694	-112.81605500
34.83398056	-92.25792778
33.14518056	-90.51528472
34.28034806	-87.60044139
36.59287528	-86.47691028
36.52589417	-88.91561611
37.12071889	-92.31124500
40.82787639	-72.74871083
39.21915000	-74.79476500
40.97114556	-74.99747556
40.57027778	-75.48830556
46.64857750	-97.00564306
34.23758944	-98.74200917
38.99017472	-122.89971750
38.20241667	-121.26841670
35.73338222	-98.73063833
41.26320889	-122.27195280
31.67100500	-92.15846722
31.60584750	-90.40931583
30.87046278	-87.81738167
47.10391667	-122.28719440
46.27110639	-106.62392060
46.32763139	-119.97059640
48.19018611	-116.90936440
42.24714972	-111.33826000
36.80833833	-107.65144440
42.00942944	-101.76934390
40.03942972	-105.22582170
38.42838111	-105.10549940
38.78539722	-108.06366110
33.97231972	-86.37942722
33.13345889	-88.53559806
41.98525250	-73.96409722
46.92362444	-103.97853890
40.05367972	-106.36894670
44.99748861	-92.85568111
33.22872500	-98.14671083
41.77287528	-73.01121667
39.32812500	-82.44182167
34.27593833	-89.03839694
40.80950889	-75.76149639
30.27778889	-81.80594722
32.08487111	-88.73893389
40.75843139	-73.05372083
29.13840750	-98.94189028
35.31686250	-83.20936806
30.30105583	-83.02318778
36.82853500	-106.88419140
31.70016583	-84.82492194
34.72226778	-89.01504944
26.44201083	-98.12945306
33.28761417	-85.80412861
39.26347222	-74.60747222
29.00101000	-96.58194667
42.00211083	-117.72319720
34.09519722	-82.81586417
44.72801889	-96.26309972
34.30927778	-81.63972222
38.23442528	-84.43468667
29.65863889	-81.68855556
41.14597611	-80.16592194
41.21019500	-81.25163083
45.04993556	-110.74660080
35.48624611	-84.93109722
36.34970833	-84.94664472
57.53510667	-153.97841690
63.03116111	-163.52992780
61.35848528	-155.44035080
43.38812944	-72.18925417
44.76852778	-69.37441667
43.88423500	-72.25370333
40.97089139	-81.09981889
46.17301972	-98.07987556
32.75627778	-101.91947220
36.35703500	-96.01138556
33.29288889	-95.89641806
32.75607944	-91.88057194
40.35944306	-80.70007806
39.95893667	-79.65713306
39.58027778	-79.33941667
40.03911111	-79.01455556
39.41042861	-88.84543250
36.96230778	-93.69531111
37.35502778	-87.39963889
40.29355556	-88.14236111
26.74200972	-81.04978917
31.78461111	-81.64116667
32.98654083	-82.38568139
32.89376972	-81.96511583
30.59786111	-84.55741667
37.58271111	-101.73281000
34.89172583	-99.52675667
63.39387278	-153.26897330
37.11560444	-87.85556944
35.23430250	-87.25793222
35.43816667	-94.80277778
32.35347778	-89.48867944
35.27897583	-89.93147611
39.94378056	-120.94689830
38.57851778	-122.43525720
37.11244417	-120.24684060
36.81382111	-118.20509560
35.50592472	-98.34236111
45.38620833	-86.92448056
38.57907250	-121.85663220
31.64599472	-88.63475667
30.63762083	-86.99365278
30.50190833	-88.27511667
28.82500750	-97.86558333
47.45815333	-122.47735060
45.29567333	-122.95537830
42.58319167	-121.87612610
47.75320639	-118.74389360
34.18513639	-102.64109810
37.27750500	-107.05587420
40.16367139	-105.16303690
40.10032333	-102.24096000
40.10415306	-102.71298690
38.60053667	-77.07296917
38.31536111	-76.55011111
59.56247750	-139.74109940
42.38748056	-94.61803333
32.67535389	-102.65268500
42.12787528	-71.37033556
46.52511111	-114.05280560
31.05527778	-85.88033333
34.16677639	-89.68619722
39.21837556	-75.59642667
47.12487194	-118.39275390
34.50705556	-81.94719444
42.53098278	-85.82513556
45.58944444	-120.67416670
37.96946389	-101.25544720
41.79067944	-123.38894440
40.48180556	-111.42880560
36.16565278	-92.14523611
35.37880028	-78.73362917
64.36263194	-161.20253690
46.38881583	-112.76698420
38.36247972	-111.59601640
40.39834833	-74.65760361
31.68932389	-87.76138750
34.26870833	-86.85833611
36.41008417	-83.55546167
35.02397611	-80.08127333
37.67162778	-97.07787222
42.10092806	-72.03840833
45.46302778	-69.55161111
42.09824111	-70.67212083
41.38390472	-72.50589444
43.66291528	-84.26132500
42.20680306	-88.32304028
43.54691667	-83.89550222
46.19424889	-91.24640972
45.13535778	-87.18586556
44.62506389	-86.20061944
32.07345972	-93.76551889
32.86133333	-94.01015361
35.80685278	-96.42185556
43.43890528	-85.99478000
45.03191861	-99.11566417
41.00158222	-81.75513111
40.90297222	-82.25563889
43.23472222	-77.12097222
43.03404639	-86.19816250
38.91463889	-82.09858333
39.91344194	-84.40030889
32.49268694	-80.99233028
33.59766667	-83.13900000
39.04327556	-96.84328694
37.99167972	-101.74628220
38.73290861	-89.80656722
38.45696333	-101.35321610
40.15847222	-89.33497222
39.16635306	-89.67489694
36.51837500	-86.05828083
33.38900611	-88.00557806
33.56044333	-92.08538861
40.79525917	-89.61340250
40.32988667	-74.34678694
47.25996056	-95.92809778
47.72423333	-97.59042222
37.26271722	-120.96325860
34.97979444	-97.38586167
35.16755222	-99.65787361
34.37258444	-98.40588583
36.89334528	-121.41027060
36.57757750	-94.86190028
28.36455528	-97.79208194
28.97325500	-95.86345528
30.16173611	-92.48396111
31.54489667	-93.48645306
30.24269333	-92.67344778
42.10372417	-123.68229110
42.51011722	-123.38798940
45.24651889	-120.16642330
43.43341028	-83.86245833
38.84866139	-90.50011833
45.04218500	-92.02934750
29.90930556	-96.95050000
41.83590806	-86.22517611
46.15313278	-112.86784000
47.48133194	-112.86976780
48.16247972	-110.11326310
40.33423194	-103.80395080
44.78777778	-88.56152444
42.98508917	-91.79060417
41.36276778	-94.02106194
59.23495111	-135.44071810
30.06927778	-83.58058333
39.97897222	-75.86547222
40.98607000	-109.67848110
39.32912833	-111.61463970
36.07079222	-91.82914667
43.55974139	-85.77421944
29.84475000	-82.04752778
48.11595861	-105.18219280
35.38819528	-79.79281667
45.18338806	-69.23282250
41.70742861	-73.73802889
34.89107083	-79.75905806
41.71932528	-82.82196917
30.33633806	-94.25754361
34.85508722	-83.99685500
47.45111111	-99.15111111
41.98458333	-73.83596556
34.31058333	-84.42391667
34.71258333	-79.95794444
40.52438417	-74.59839194
40.63750778	-100.47125390
32.39936111	-83.27591667
43.83111111	-84.74133333
38.68704444	-80.65176083
38.47110278	-99.90806667
48.56666472	-108.77293390
40.01022500	-105.04797500
34.62786417	-84.52492889
32.77333333	-96.80027778
34.52751083	-114.43106970
43.67676000	-92.17973444
60.86674556	-162.27313890
34.01869444	-85.14647222
35.89893667	-92.65588611
34.68897278	-86.00581250
33.38911111	-84.33236111
34.47289250	-85.72221722
42.56072611	-73.83395639
42.75840889	-74.13290472
43.87700278	-73.41317639
43.86256083	-73.74262972
41.69037667	-72.86482250
41.91676389	-72.77731778
40.99445361	-92.76297194
42.77420167	-84.73309806
40.11389972	-99.34565306
32.17608333	-94.29880556
32.69900000	-94.94886111
41.44683167	-80.39126167
42.70089250	-78.91475694
39.77904472	-81.10277222
42.38214444	-77.68211250
39.44816667	-80.16702778
37.68760139	-82.26097306
40.32872222	-82.52377778
39.63359556	-86.81383250
40.52452778	-82.85005556
31.21272417	-81.90539083
31.21255556	-83.22627778
30.80575139	-83.58654889
30.75468028	-81.55731917
59.78960972	-154.12383310
57.92287611	-152.50051110
40.73210556	-92.42826889
60.57559667	-165.27312720
36.38340333	-93.61685667
34.80823000	-91.71205083
35.59785528	-92.45182472
36.79991667	-86.81016667
34.64870694	-91.39457111
36.40423139	-90.64792639
41.12854806	-74.34584611
36.74511583	-97.34959972
33.90932500	-94.85835278
36.78336306	-98.35035083
35.79167222	-110.42346530
31.01546028	-89.48256556
31.47210861	-87.89472083
30.46211250	-87.87801972
46.78865556	-90.75866944
30.46628389	-92.42379917
30.26048083	-88.12749972
42.41344444	-124.42427420
45.67261833	-121.53646250
45.35709583	-117.25322440
45.21632417	-122.59008390
39.66738111	-119.87541690
32.45609722	-96.91240972
48.51072222	-110.99086390
47.41861972	-105.56194310
40.09469917	-108.76121720
37.69640056	-104.78387470
42.11222889	-98.03867750
34.60183722	-78.57973306
62.18829583	-159.77495030
55.90331972	-130.00670310
40.75873222	-87.42821917
33.18605556	-80.03563889
40.11611111	-96.19445278
29.85033333	-97.67241667
46.34858333	-98.73555556
65.14370889	-149.36996470
33.61212528	-83.46044333
32.63388889	-105.68638890
34.24459889	-80.23729333
38.63334222	-95.80859806
30.73130000	-86.15160833
44.68032028	-84.72886278
30.61170083	-81.46234500
46.60400083	-121.67786640
40.88336139	-83.31453250
38.34688889	-93.34542500
46.01649694	-123.90541670
44.30285556	-68.91058722
42.79711111	-88.37250000
45.63199111	-70.24728944
34.01580528	-88.72618944
33.46540139	-89.72924806
59.28256167	-158.61767250
32.93346222	-84.68881639
43.05126111	-73.86119444
41.81974056	-71.90096306
42.69091194	-73.57956000
68.06543944	-149.57973920
42.99297222	-84.13891250
33.20370556	-101.34041500
32.78850806	-93.00366083
42.98136667	-77.93751389
40.88544444	-83.86863889
40.37645722	-79.60837583
41.73587750	-83.65541056
60.90415028	-149.62383890
40.17792583	-86.21729889
44.40416667	-118.96250000
34.08848361	-78.86462028
38.45418222	-101.74628280
34.40823444	-86.93295056
34.26260000	-91.30984194
33.84593722	-92.36542861
37.33616222	-88.11113611
46.85469528	-97.20870028
47.35940778	-97.06041639
63.01744750	-154.36396080
58.73288056	-157.01991970
59.97904306	-154.83969440
30.49858500	-97.96947222
30.42769722	-87.70082000
29.25427778	-96.15438889
30.44117222	-93.47349722
63.49005056	-162.11036920
32.08348611	-97.09722722
31.88098556	-106.70481310
28.85719361	-100.51229970
63.13382361	-142.52193390
45.27175833	-111.64863890
47.59664000	-110.26603670
36.69777750	-108.70119860
43.83332611	-101.49708810
35.70291750	-79.50529972
58.29888889	-134.40777780
63.54171472	-150.99395470
33.64870417	-99.26063056
33.90850556	-78.43667222
31.97987056	-87.33888056
35.94748028	-114.86109670
42.96320278	-88.81762806
45.52527778	-122.67092890
43.79984528	-123.02896780
41.26672278	-80.92897778
30.16927167	-96.98001083
43.23653139	-120.66609670
56.81131972	-132.96005670
43.96117222	-89.78804889
48.54156944	-117.88442470
33.22264500	-82.38373611
48.72632639	-116.29547610
44.41761111	-103.37477780
36.83497556	-114.05524530
56.46632500	-132.38001810
47.65404528	-118.16775190
32.56736694	-84.25074833
33.22697222	-84.27494444
35.19453167	-83.86490194
36.41789833	-81.82511528
66.55194444	-152.62222220
43.98478278	-73.09594889
43.02090306	-75.17043861
42.46045361	-71.51791444
44.56911417	-72.01797889
42.91395583	-76.44076889
43.14228139	-85.25380722
46.94100778	-98.01762611
34.70777139	-95.07378583
41.60880861	-79.74133111
40.00243139	-81.19183000
37.63355556	-85.24216667
33.79463889	-81.24586111
33.19550000	-80.50847222
33.92680111	-81.79455306
42.47083694	-97.88367778
36.29014667	-98.47582833
63.32881806	-142.95361940
37.85567778	-81.91589722
36.21673389	-91.75014556
40.12916667	-91.67833333
34.78027778	-90.81055556
35.53341472	-90.40149028
40.74260167	-73.97208306
40.73399083	-73.97291639
41.96217028	-100.56901390
30.35643000	-95.00801472
57.21810306	-153.26974940
30.78450278	-98.66025083
45.80638889	-109.98111110
43.97901000	-124.10956310
45.62910750	-109.25071670
46.25149444	-114.12554030
45.70308833	-108.76108860
43.29525056	-103.84353250
37.06374667	-81.79826944
43.99498861	-102.25043670
38.23879833	-108.56325970
30.88797667	-84.15473528
31.43113889	-85.61922222
47.23683778	-117.42102440
42.78054722	-90.68096028
32.41213750	-80.63455083
39.88083333	-80.73577778
48.49899250	-122.66239560
40.27829167	-110.05126190
31.68545833	-83.63211194
42.72086583	-82.59574694
43.31183000	-83.09091444
43.93206889	-123.00674830
43.45908333	-83.44522222
39.16620778	-80.06258056
31.30875278	-86.39376083
47.84583333	-110.63361110
32.68147222	-87.66208333
32.46381944	-87.95406389
32.81204611	-85.22958111
33.12928722	-85.36661500
35.94457028	-81.99566944
42.32816806	-72.61151667
42.54294389	-83.17790861
33.03622222	-96.24313889
33.59316472	-95.06355528
31.81682333	-97.56696361
31.91681306	-98.60032500
43.18118194	-77.91362333
41.44960972	-81.06292972
40.41208333	-83.73686111
37.56173889	-82.56660694
59.44689528	-135.32266330
37.45832417	-86.84995194
42.45416111	-96.47253111
60.86890528	-146.68646530
33.62022111	-91.36484056
34.52926056	-93.52713472
35.69114639	-90.01012028
35.51069583	-93.83930750
36.37820556	-90.16624167
29.95194444	-90.08166667
42.17590722	-77.11219278
39.73556333	-75.39772111
47.57076861	-114.09677830
45.53325917	-112.30916560
44.86676444	-123.19824750
46.50410722	-110.91326670
48.29997583	-112.25087110
38.81416194	-106.12069390
40.08473556	-98.54061694
35.56239250	-75.95518417
34.19260083	-95.64985889
44.15742611	-70.48129583
43.83872167	-90.13768389
41.15331528	-104.13022920
45.89029056	-84.73755083
44.98437500	-101.25104170
55.73963611	-132.25501830
30.03048028	-97.16687194
35.70140278	-109.51038140
35.12061417	-98.58061750
32.88321500	-90.46364750
43.10491444	-89.18553833
42.88355556	-88.59743056
32.99512944	-81.27024583
48.96885444	-115.07044640
41.60282583	-82.68462500
34.22910972	-86.25575806
34.39944167	-86.27016111
36.41217389	-85.31154861
44.99189500	-70.66462472
43.94424111	-88.11347750
45.67079278	-96.99619167
43.12860833	-85.67689778
44.89570278	-97.71191361
44.02914056	-97.53784778
33.25463889	-97.58055556
41.90755611	-79.64105083
40.23820667	-81.01256917
40.80161944	-80.16072889
37.83057667	-100.35042220
55.38965028	-131.73807420
34.58981806	-88.64699861
47.69543861	-114.18511780
47.51484611	-120.48480250
32.89783333	-79.78286111
46.77917333	-105.30470830
46.33111111	-111.48138890
42.56250167	-99.03787611
45.15904694	-93.84330361
43.29693250	-89.75595639
35.15426444	-95.62026389
44.17508056	-68.67863722
43.28333333	-90.29827778
35.60393694	-99.70343889
41.23334583	-97.11698111
36.69741667	-93.90052778
36.28340306	-96.46418833
48.94057222	-97.90277500
56.11631056	-133.12171530
45.87791444	-104.53750720
44.70414917	-100.10873530
33.30515528	-81.10898917
41.55834528	-98.54618528
33.63248250	-83.84955806
61.58317306	-159.23596670
34.65938889	-87.34883333
34.68896917	-85.29023333
34.78933333	-81.19577778
57.52786750	-157.39930560
43.89585250	-85.27920861
44.54165056	-99.44622306
43.22174722	-99.40330000
45.58055222	-103.52963560
48.48416750	-99.23680389
42.66361778	-85.34625944
42.86200306	-78.71658528
40.60423333	-79.82060611
43.02108667	-78.48296778
43.18200222	-78.55780528
40.46121083	-78.77524389
40.22115500	-90.02289361
37.91453139	-83.25212111
59.43264556	-154.80270580
38.78424250	-93.80285417
38.74750889	-98.23061222
37.66660278	-98.12264722
33.30345750	-89.22840028
32.84921361	-91.40390611
34.32842917	-92.35098583
48.80772722	-105.43947000
47.16825944	-114.85374110
45.87852778	-111.56913890
47.55164778	-109.37767920
45.45263139	-119.68863610
48.85417361	-108.40902140
39.46798056	-117.19537030
41.03829806	-107.49728690
42.73748639	-102.44489470
43.16564083	-101.71269530
43.76612222	-99.32134000
36.39893194	-76.01631111
34.15987361	-85.63512944
58.90648500	-157.71410780
57.05213778	-135.34620860
41.55819444	-122.85531030
41.88709222	-121.97556140
60.33534556	-162.66700940
59.07562167	-160.27304360
56.25504722	-158.77536140
59.87644778	-163.16755830
29.72754583	-85.02744778
37.74755556	-97.22113889
37.35827778	-85.30941667
41.48300000	-120.56536110
40.65236278	-75.44040167
32.41132000	-99.68189722
18.45111111	-66.67555556
35.04022222	-106.60919440
45.44905556	-98.42183333
31.53551500	-84.19447333
44.98857611	-85.19835500
32.11079917	-84.18884806
41.25305194	-70.06018139
44.07346389	-93.55294361
31.61128833	-97.23051917
40.97811528	-124.10861890
39.45758333	-74.57716667
34.71789028	-78.00362444
46.45026972	-95.21095472
41.86943667	-84.07480528
34.80434056	-96.67127750
51.87796389	-176.64603060
34.30320667	-97.01952167
57.74996778	-152.49385530
32.96855944	-96.83644778
39.84013889	-101.04202780
41.70137556	-94.92054167
35.14515278	-106.79516170
43.68151278	-93.36723778
31.32737167	-92.54855611
56.96048139	-133.90826940
40.13648833	-80.29020083
40.60688889	-95.86569444
67.10610472	-157.85362030
42.80513417	-72.00302194
42.71124583	-110.94216390
32.98763889	-97.31880556
40.35440139	-79.93016889
57.50355528	-134.58509390
33.22802111	-93.21696861
33.36995500	-81.96449611
43.06332694	-98.29618972
45.28114833	-92.37539222
33.94859528	-83.32634694
56.24684222	-134.64815390
41.24133333	-96.59402778
42.05325000	-102.80372220
40.10862139	-85.61299472
45.15419444	-89.11072222
33.64955556	-81.68447222
41.40726722	-95.04690639
46.54842250	-93.67680000
33.10706889	-88.19725167
39.36002778	-74.45608333
38.09603500	-92.54948750
56.31146250	-158.37323690
38.60654722	-87.72669417
33.89765389	-117.60244000
34.50081944	-83.55487000
55.90806056	-159.15857810
52.22034833	-174.20635030
35.20265944	-81.14986750
60.90481194	-161.22701890
56.93869083	-154.18255560
58.67680167	-156.64921750
40.17563333	-103.22202780
68.13432250	-151.74168000
41.03750000	-81.46693944
55.57923333	-133.07599720
32.51235611	-87.38555472
42.74811944	-73.80297861
27.74088889	-98.02694444
32.83994444	-105.99058330
38.89029083	-90.04604306
42.55708139	-92.40034361
37.43491667	-105.86655560
46.09456167	-118.28803670
32.91475167	-85.96295611
35.21937250	-101.70592720
31.53605556	-82.50655556
43.32214250	-84.68794917
38.85148778	-83.56627778
41.99206972	-93.62180139
33.58816667	-85.85811111
61.17432028	-149.99618560
34.49494444	-82.70902778
45.14500000	-93.21138889
61.58159694	-159.54304280
41.63969833	-85.08349333
62.64858333	-160.18988890
42.57922222	-99.99297222
37.15852194	-98.07964667
43.60343056	-113.33409720
40.70694444	-84.02666667
40.29637222	-78.32002306
39.57012833	-104.84929420
38.21319444	-122.28069440
26.15247222	-81.77544444
45.07806750	-83.56028583
35.06067778	-85.58531667
34.57528944	-117.18617920
55.55465750	-133.10169280
59.75700722	-161.87947890
70.20995278	-151.00556110
42.69591417	-73.17038306
60.96609583	-149.12578920
30.03775833	-91.88389611
42.22298361	-83.74560722
68.11608083	-145.57611140
36.12534667	-90.92461944
41.77192944	-88.47565917
43.99192222	-76.02173861
45.92792556	-89.73094278
30.34505500	-89.82078833
39.22316000	-106.86884500
36.17641056	-94.11925833
42.78176306	-71.51477944
36.29752583	-77.17085556
32.52050000	-94.30777778
33.56991111	-86.05085833
46.15797222	-123.87869440
41.27470000	-85.84005556
46.54852806	-90.91896639
33.10180500	-94.19532694
70.46727611	-157.43573610
33.64044444	-84.42694444
32.85252806	-104.46768640
44.25740806	-88.51947556
44.91398056	-97.15471944
44.32064972	-69.79731806
40.89413889	-97.99455556
62.68004417	-164.65992530
43.66499083	-92.93338500
38.95476944	-121.08208060
32.61635417	-85.43355944
30.19453278	-97.66987194
44.92847222	-89.62661111
36.68827778	-78.05447222
36.77317000	-98.66994611
35.43619444	-82.54180556
27.59114500	-81.52785333
41.33814944	-75.72426750
32.40939028	-111.21850860
33.40494444	-118.41586110
41.27610083	-91.67344389
70.63800000	-159.99475000
35.13505861	-90.23444639
48.16074833	-122.15902080
43.07791056	-94.27199278
45.86629833	-95.39466806
34.69878194	-99.33810000
40.49338889	-84.29894444
36.42240972	-105.28929670
31.24905556	-82.39530556
36.95994444	-113.01388890
31.88465639	-82.64738778
42.23487500	-85.55205750
43.42507111	-73.26205306
39.40324917	-119.25182920
43.08027611	-76.53837556
43.46411111	-70.47238889
45.08616639	-70.21617778
42.15773111	-72.71562028
39.26191861	-85.89634556
40.59904583	-116.87433580
43.78091667	-82.98566667
29.70450000	-98.04222222
45.33193250	-95.65056500
31.17816667	-99.32463889
34.62170861	-79.73435944
41.43645056	-99.64216861
37.20782361	-80.40832778
37.70637111	-112.14547250
44.25073861	-90.85528028
26.37848667	-80.10769667
61.41612444	-149.50888000
48.72741667	-94.61030556
37.58303472	-109.48328890
41.93887417	-72.68322833
35.13619528	-92.71349722
41.16348417	-73.12617861
45.43332500	-105.41721330
42.46995306	-71.28903000
42.12858333	-86.42850000
60.77977639	-161.83799750
41.80306778	-78.64012083
41.87402778	-103.59563890
47.52998917	-122.30195610
36.86330139	-99.61873056
35.43359806	-119.05676810
30.62646944	-88.06799861
38.84003306	-86.44536361
47.24902778	-91.41558333
35.70004194	-101.39405360
30.97152778	-84.63744444
35.17753417	-86.06616722
42.20848278	-75.97961361
61.53556806	-149.81389750
44.80744444	-68.82813889
44.44969444	-68.36150000
31.71383333	-82.39377778
46.34763639	-104.25944750
33.56294306	-86.75354972
41.16811889	-71.57784167
40.30127778	-96.75411111
63.99454722	-145.72164170
37.37309556	-118.36360890
45.80766250	-108.54286110
46.77411111	-100.74672220
42.74316667	-86.10502778
39.90878667	-105.11721580
47.50942417	-94.93372333
40.87480556	-81.88825000
32.71904694	-98.89099972
44.83733333	-117.80908330
41.51750000	-81.68333333
28.47359722	-82.45542139
37.78732833	-81.12416417
44.30483333	-96.81694444
37.29579944	-81.20769056
33.61916278	-114.71687640
48.79275000	-122.53752780
40.18691806	-74.12488694
38.54517861	-89.83518444
41.55239139	-112.06226250
39.14602139	-86.61668278
40.47798556	-88.91595278
44.57537278	-71.17593167
30.73894444	-98.23858333
30.07044111	-94.21553806
36.12447667	-86.67818222
57.08882583	-134.83314140
33.92307111	-116.85057560
33.25777778	-81.38833333
43.59212778	-118.95497890
42.04956944	-93.84757222
43.56444444	-116.22277780
42.07455556	-124.29009390
42.36434750	-71.00517917
27.94335750	-81.78344167
42.58506972	-110.11115310
36.36894194	-92.47052806
29.95083333	-94.02069444
31.25902778	-81.46630556
18.49486111	-67.12944444
46.39785806	-94.13722750
40.78322500	-91.12550556
25.90683333	-97.42586111
71.28544750	-156.76600190
37.81432167	-85.49963806
44.40966667	-69.01225000
70.13390278	-143.57704440
42.30727806	-85.25147972
45.95479528	-112.49746000
45.81522222	-97.74313889
40.77692611	-79.94972417
66.91528667	-151.52805560
44.47300361	-73.15031250
36.86105722	-116.78700360
41.77669444	-99.14975000
42.94052472	-78.73216667
38.28977028	-94.34012694
34.20061917	-118.35849690
36.04854333	-79.47488694
40.77248083	-80.39142556
65.98228611	-161.15197780
41.72857778	-98.05575972
36.76247611	-96.01115167
48.47088889	-122.42086110
35.72610500	-91.64736083
42.58417111	-70.91651833
32.99310000	-115.51693250
31.79362222	-98.95649528
36.96451667	-86.41967917
39.17540167	-76.66819833
46.24640083	-96.60568250
30.81368639	-89.86496444
33.04093056	-82.00397917
33.42088556	-112.68630000
64.07830278	-141.11337500
44.38108528	-106.72178970
42.54260361	-113.77154420
45.77690139	-111.15300720
41.24864500	-90.73708361
60.07730556	-147.99188890
41.42541667	-88.41869444
40.48820611	-89.67591083
42.03111083	-91.52934222
41.47750000	-87.84047222
42.74195250	-92.50793528
43.11424444	-89.53073222
40.48578389	-88.26727250
43.52589944	-89.98322194
43.56009250	-89.48309278
42.69056389	-88.30464000
41.37756167	-87.68137528
41.47271639	-85.26080833
41.36513333	-86.30050417
40.92970444	-90.63110722
31.29600472	-91.05288167
41.83369889	-89.44621333
41.01928583	-89.38642222
42.32268639	-88.83651833
36.16313889	-120.29381390
42.32461111	-88.07408806
37.82845250	-121.62582190
41.99293417	-86.12801250
44.27531333	-85.41892694
33.93884000	-81.11953944
40.49522139	-107.52164670
40.91631194	-81.44246556
36.44585972	-103.15465830
46.87150000	-68.01791667
42.74194389	-93.75890944
39.61541667	-78.76086361
41.25947222	-95.75997222
45.55854639	-93.26464361
39.42753083	-101.04657190
34.11154056	-117.68758970
33.31208333	-84.77027778
37.98965639	-122.05689720
43.07260861	-92.61077833
